ID,p_smooth,p_features,p_irregular,p_point_source,p_unclassifiable
GDS_wide2_2469,0.5827394127845764,0.33718758821487427,0.0362088643014431,0.042181286960840225,0.0016828426159918308
GDS_deep2_6872,0.1309872269630432,0.6939209699630737,0.1552892029285431,0.00926452036947012,0.010538130067288876
GDS_ers2_14821,0.08052899688482285,0.6586782336235046,0.21916799247264862,0.011784794740378857,0.029839977622032166
GDS_wide2_2869,0.4332553446292877,0.5487974882125854,0.017346391454339027,0.0005791663425043225,2.155716902052518e-05
GDS_deep2_7883,0.0976424440741539,0.6768606901168823,0.1941836178302765,0.010894154198467731,0.020419059321284294
GDS_deep2_11059,0.3000889718532562,0.5342215299606323,0.11243656277656555,0.039688654243946075,0.013564261607825756
GDS_ers2_16209,0.5197282433509827,0.2806604206562042,0.061243925243616104,0.12450461089611053,0.01386281568557024
GDS_ers2_11914,0.5861241221427917,0.24162141978740692,0.032307401299476624,0.1350366771221161,0.0049103726632893085
GDS_ers2_14999,0.07296186685562134,0.4515537619590759,0.3035481870174408,0.03164780139923096,0.14028841257095337
GDS_wide2_242,0.09167598187923431,0.6095266938209534,0.23644642531871796,0.01841299794614315,0.043937910348176956
GDS_ers2_13133,0.24326074123382568,0.6093894839286804,0.11356311291456223,0.023911595344543457,0.009875140152871609
GDS_ers2_15212,0.6087138056755066,0.3372173309326172,0.02428407035768032,0.029194314032793045,0.0005904221325181425
GDS_wide2_8722,0.38873085379600525,0.40599146485328674,0.1024879589676857,0.0821162685751915,0.020673491060733795
GDS_wide2_9031,0.08018188178539276,0.6624748706817627,0.21771752834320068,0.011211801320314407,0.028413916006684303
GDS_wide2_1531,0.15147767961025238,0.6340456604957581,0.1681841015815735,0.02358117699623108,0.022711357101798058
GDS_wide2_2508,0.20101453363895416,0.6700671911239624,0.11393679678440094,0.00978207215666771,0.005199459381401539
GDS_ers2_16413,0.38464316725730896,0.4039865732192993,0.10372650623321533,0.08563192188739777,0.02201189659535885
GDS_ers2_12278,3.2444073440274224e-05,1.3626350048312474e-10,4.913099731705098e-16,0.9999675750732422,2.5442098349594885e-16
GDS_wide2_8162,0.5172034502029419,0.3241981267929077,0.06859351694583893,0.07973316311836243,0.010271746665239334
GDS_wide2_1675,0.439934641122818,0.3698427081108093,0.08968067914247513,0.08368205279111862,0.01685992442071438
GDS_deep2_5672,0.09064082056283951,0.5946714878082275,0.2450305074453354,0.019650142639875412,0.05000695958733559
GDS_wide2_2427,0.07323519885540009,0.7082827091217041,0.19577278196811676,0.0065079340711236,0.01620142161846161
GDS_wide2_798,0.16401050984859467,0.7711200714111328,0.06319741159677505,0.0012296336935833097,0.0004423163481988013
GDS_ers2_15631,0.0858670324087143,0.5368114113807678,0.2730042040348053,0.025144286453723907,0.07917306572198868
GDS_wide2_1724,0.49646246433258057,0.27865317463874817,0.06719309836626053,0.13914556801319122,0.0185457281768322
GDS_wide2_190,0.1557849496603012,0.5668931603431702,0.2005409300327301,0.03522854298353195,0.04155236482620239
GDS_deep2_8671,0.07116835564374924,0.7102636098861694,0.19623813033103943,0.0062712617218494415,0.016058698296546936
GDS_deep2_9071,0.3485277593135834,0.492660790681839,0.10267569124698639,0.04395483806729317,0.012180892750620842
GDS_deep2_11694,0.08994410932064056,0.6536332964897156,0.21352319419384003,0.013572458177804947,0.02932693250477314
GDS_wide2_850,0.2197510004043579,0.6376394033432007,0.1164683997631073,0.017763443291187286,0.00837771873921156
GDS_ers2_12590,0.08963362127542496,0.6534714102745056,0.21387547254562378,0.013560519553720951,0.029459018260240555
GDS_deep2_5039,2.252498318075502e-12,1.3817087342006176e-25,0.0,1.0,0.0
GDS_wide2_2968,0.18103547394275665,0.5093801021575928,0.2038528323173523,0.05109759792685509,0.054633960127830505
GDS_deep2_5665,0.11183382570743561,0.650941014289856,0.1951868236064911,0.016678858548402786,0.025359388440847397
GDS_wide2_1713,0.463112473487854,0.26298996806144714,0.07470442354679108,0.17097251117229462,0.028220662847161293
GDS_wide2_1665,0.09643704444169998,0.6386621594429016,0.21619568765163422,0.016202330589294434,0.03250278905034065
GDS_deep2_4272,0.5539836883544922,0.4284324645996094,0.015489521436393261,0.0020678630098700523,2.6498217266635038e-05
GDS_ers2_17048,0.1641414314508438,0.6679419279098511,0.14402814209461212,0.013321301899850368,0.010567201301455498
GDS_wide2_718,0.5119950175285339,0.26550450921058655,0.06057095527648926,0.14560198783874512,0.016327587887644768
GDS_ers2_14102,0.534264326095581,0.366595596075058,0.05795281007885933,0.03768567740917206,0.0035015596076846123
GDS_ers2_14414,0.08312603086233139,0.6575545072555542,0.21724532544612885,0.012288183905184269,0.02978590875864029
GDS_ers2_12443,0.0915011316537857,0.5290156006813049,0.27161160111427307,0.02746432274580002,0.0804072916507721
GDS_ers2_16826,0.07390722632408142,0.6743184924125671,0.21711941063404083,0.009247908368706703,0.025406967848539352
GDS_deep2_6342,0.10315029323101044,0.6345116496086121,0.2120007425546646,0.01789228618144989,0.032445028424263
GDS_deep2_10485,0.22974184155464172,0.634069561958313,0.11132676154375076,0.017348986119031906,0.0075128767639398575
GDS_ers2_16079,0.09800585359334946,0.681551456451416,0.19130469858646393,0.010238243266940117,0.018899787217378616
GDS_wide2_1971,0.13352829217910767,0.6594305634498596,0.17278456687927246,0.016000261530280113,0.01825627125799656
GDS_deep2_5923,0.25848284363746643,0.44253161549568176,0.16642603278160095,0.08144905418157578,0.05111045390367508
GDS_deep2_4724,0.07049614936113358,0.4402824342250824,0.3072790205478668,0.032420773059129715,0.14952166378498077
GDS_wide2_2142,0.4234808385372162,0.30665329098701477,0.09235444664955139,0.14448335766792297,0.033028073608875275
GDS_deep2_4036,0.08926261216402054,0.657044529914856,0.21222656965255737,0.013019940815865993,0.028446272015571594
GDS_wide2_1937,0.5004372596740723,0.3373284339904785,0.07399073988199234,0.07711225748062134,0.01113131083548069
GDS_ers2_13563,0.09233909845352173,0.6433095932006836,0.2173023670911789,0.0150597607716918,0.031989242881536484
GDS_wide2_2794,0.14371263980865479,0.6347138285636902,0.17458204925060272,0.022853810340166092,0.024137726053595543
GDS_deep2_6111,0.38350245356559753,0.4268653690814972,0.10203434526920319,0.06982440501451492,0.017773326486349106
GDS_ers2_14343,0.2526421844959259,0.4693396985530853,0.163460373878479,0.07094030827283859,0.04361741989850998
GDS_wide2_1326,0.18153980374336243,0.3327563405036926,0.22852186858654022,0.10463354736566544,0.1525484025478363
GDS_ers2_15582,0.5480353832244873,0.44939327239990234,0.002550911158323288,2.0390500139910728e-05,2.7679011083137084e-08
GDS_wide2_649,0.3636499047279358,0.5368195176124573,0.07790587097406387,0.017936309799551964,0.003688320517539978
GDS_ers2_11784,0.36749547719955444,0.42583534121513367,0.10740423202514648,0.07785804569721222,0.021406885236501694
GDS_wide2_2516,0.07960709184408188,0.6647189259529114,0.217172309756279,0.01084452960640192,0.027657173573970795
GDS_wide2_230,0.33194902539253235,0.47433334589004517,0.11335993558168411,0.0610269196331501,0.01933075487613678
GDS_ers2_15612,0.16647297143936157,0.6578072309494019,0.14671944081783295,0.016268305480480194,0.012732082977890968
GDS_wide2_8466,0.5328224897384644,0.22917534410953522,0.044732607901096344,0.1809828132390976,0.0122867152094841
GDS_ers2_16910,0.2237797975540161,0.6636278629302979,0.10016529262065887,0.008709266781806946,0.003717835759744048
GDS_wide2_794,0.2772814631462097,0.4225611984729767,0.1585383415222168,0.09031487256288528,0.05130414292216301
GDS_wide2_773,0.15514354407787323,0.6493441462516785,0.15852129459381104,0.019569795578718185,0.017421264201402664
GDS_deep2_8400,0.1379106640815735,0.6545220017433167,0.1707867830991745,0.017656125128269196,0.019124452024698257
GDS_ers2_10374,0.44976168870925903,0.3939116895198822,0.08491424471139908,0.060145556926727295,0.011266795918345451
GDS_wide2_2019,0.11170119047164917,0.6422361731529236,0.19826997816562653,0.018839821219444275,0.028952904045581818
GDS_deep2_5132,0.0815812200307846,0.6521114110946655,0.22179298102855682,0.0126182921230793,0.031896013766527176
GDS_deep2_4695,0.19033652544021606,0.5654169917106628,0.17307892441749573,0.039031580090522766,0.03213600814342499
GDS_deep2_5649,0.36234337091445923,0.5490511655807495,0.07205560058355331,0.013894793577492237,0.0026550758630037308
GDS_ers2_12308,0.26701319217681885,0.6057097911834717,0.10099737346172333,0.019571373239159584,0.006708330940455198
GDS_wide2_2335,3.1738962569249907e-09,5.261426525762846e-19,7.491147667349633e-29,1.0,2.473996041633265e-29
GDS_ers2_14419,0.0978514775633812,0.6562427282333374,0.2055332511663437,0.013961603865027428,0.026410885155200958
GDS_ers2_12127,0.11910239607095718,0.584368884563446,0.223755344748497,0.026813922449946404,0.04595942050218582
GDS_deep2_10344,0.1133597195148468,0.5627874135971069,0.23912063241004944,0.028663503006100655,0.0560687892138958
GDS_deep2_8766,0.09281092882156372,0.640657901763916,0.2184162586927414,0.015399704687297344,0.03271518275141716
GDS_ers2_13056,0.1963934302330017,0.6859390735626221,0.10655000060796738,0.007251754868775606,0.0038656960241496563
GDS_ers2_16761,0.13298319280147552,0.4811951816082001,0.2548283636569977,0.04512187838554382,0.08587141335010529
GDS_deep2_9677,0.46507397294044495,0.25272679328918457,0.07201480865478516,0.18170525133609772,0.02847919426858425
GDS_wide2_267,0.087931789457798,0.5420300960540771,0.2695230543613434,0.025071164593100548,0.07544394582509995
GDS_ers2_17503,0.5446611046791077,0.2843398153781891,0.0531562939286232,0.1087714210152626,0.009071405977010727
GDS_deep2_4657,0.10297990590333939,0.699761152267456,0.1756802350282669,0.008213059976696968,0.013365681283175945
GDS_wide2_2566,0.4244767725467682,0.5545481443405151,0.020162347704172134,0.0007779269944876432,3.477057907730341e-05
GDS_wide2_12263,0.4193703830242157,0.3030962347984314,0.09382367134094238,0.1486825793981552,0.035027094185352325
GDS_ers2_14019,0.5603485107421875,0.3901898264884949,0.033965226262807846,0.01491914875805378,0.0005772882141172886
GDS_wide2_1231,0.08804191648960114,0.651497483253479,0.21626579761505127,0.01366416085511446,0.030530666932463646
GDS_ers2_17167,0.17137941718101501,0.6384444832801819,0.15048748254776,0.02252821996808052,0.01716041937470436
GDS_wide2_1337,0.37308260798454285,0.33222225308418274,0.11507117748260498,0.13520826399326324,0.044415686279535294
GDS_deep2_6553,0.5274107456207275,0.3684581220149994,0.06169643998146057,0.038427166640758514,0.004007564391940832
GDS_ers2_14740,0.3422623872756958,0.3684006929397583,0.1285458356142044,0.11595223098993301,0.044838834553956985
GDS_ers2_13000,0.3845674395561218,0.5797033309936523,0.0335206538438797,0.0020368769764900208,0.00017172536172438413
GDS_deep2_10212,0.2778887152671814,0.5750935077667236,0.10883654654026031,0.02820027433335781,0.009980963543057442
GDS_wide2_2055,0.5285075902938843,0.4236128628253937,0.038957592099905014,0.008445493876934052,0.0004763990582432598
GDS_ers2_16679,0.43764394521713257,0.27460598945617676,0.08430276811122894,0.16929736733436584,0.03414994105696678
GDS_wide2_9421,0.24022871255874634,0.6296390295028687,0.10630112886428833,0.017068922519683838,0.006762220058590174
GDS_deep2_5611,0.27929115295410156,0.5180901288986206,0.12837974727153778,0.05241779610514641,0.021821241825819016
GDS_wide2_9894,0.08590701222419739,0.6566430330276489,0.21530450880527496,0.012718378566205502,0.029427099972963333
GDS_wide2_5678,0.46438825130462646,0.2182813286781311,0.06263972073793411,0.22524334490299225,0.02944732829928398
GDS_wide2_1444,0.1147296279668808,0.6544614434242249,0.1913079023361206,0.016071652993559837,0.02342928759753704
GDS_deep2_5584,0.08686627447605133,0.6709624528884888,0.20715753734111786,0.010818584822118282,0.02419513650238514
GDS_deep2_3577,0.21394792199134827,0.7085809707641602,0.07351280003786087,0.0029604348819702864,0.0009978922316804528
GDS_wide2_947,0.528593897819519,0.33252763748168945,0.063994400203228,0.06738898903131485,0.007495026104152203
GDS_deep2_9136,0.08698926120996475,0.5694959759712219,0.2595611810684204,0.021590368822216988,0.062363144010305405
GDS_wide2_616,0.34634438157081604,0.5797237753868103,0.06373368203639984,0.008671541698276997,0.001526680658571422
GDS_deep2_5701,0.1287194788455963,0.4598480463027954,0.26378172636032104,0.047367583960294724,0.100283183157444
GDS_ers2_17180,0.0890093445777893,0.6049069166183472,0.2412988692522049,0.018281875178217888,0.04650305584073067
GDS_deep2_7691,0.5484452843666077,0.44013094902038574,0.010821362026035786,0.0005973730585537851,5.0405951697030105e-06
GDS_deep2_11245,0.46713143587112427,0.2932339310646057,0.07765839248895645,0.13834090530872345,0.02363526076078415
GDS_wide2_2312,0.26878803968429565,0.5474391579627991,0.12453652918338776,0.041801758110523224,0.01743454858660698
GDS_ers2_15287,0.3074783980846405,0.53265380859375,0.10950890183448792,0.037964243441820145,0.012394694611430168
GDS_wide2_1630,0.1480504721403122,0.5033769607543945,0.23320278525352478,0.04578155279159546,0.06958825141191483
GDS_deep2_5632,0.09490494430065155,0.6776437759399414,0.19624435901641846,0.010576155036687851,0.02063080295920372
GDS_wide2_2161,0.3480514585971832,0.425872266292572,0.11663876473903656,0.08315674215555191,0.026280852034687996
GDS_wide2_2255,0.08470763266086578,0.5562867522239685,0.26673340797424316,0.02255329303443432,0.06971894949674606
GDS_wide2_3146,0.3288200795650482,0.5062078237533569,0.1075187623500824,0.04406797140836716,0.01338538434356451
GDS_ers2_14823,0.10134821385145187,0.6539825201034546,0.20365168154239655,0.01471143588423729,0.026306089013814926
GDS_ers2_16528,0.31288450956344604,0.47870323061943054,0.12164508551359177,0.0639360249042511,0.02283114194869995
GDS_ers2_16228,0.3139815628528595,0.6118661761283875,0.06568199396133423,0.007066466845571995,0.0014037813525646925
GDS_ers2_12588,0.08616960793733597,0.6143159866333008,0.2392129749059677,0.016602789983153343,0.04369864985346794
GDS_wide2_4174,0.336123526096344,0.05577338859438896,0.00642420444637537,0.5974355936050415,0.004243356641381979
GDS_ers2_14869,0.5200453996658325,0.2844536304473877,0.061922576278448105,0.12003716081380844,0.013541234657168388
GDS_wide2_6890,0.14527292549610138,0.6453112959861755,0.16756364703178406,0.020966093987226486,0.020886031910777092
GDS_wide2_6135,0.5091010332107544,0.488945335149765,0.0019483811920508742,5.288954980642302e-06,1.1256034326834197e-08
GDS_wide2_859,0.1850385069847107,0.6349982023239136,0.1409890502691269,0.02350194938480854,0.015472271479666233
GDS_deep2_9470,0.0887097492814064,0.6514484882354736,0.21575981378555298,0.013723071664571762,0.03035885840654373
GDS_deep2_11764,0.13472357392311096,0.6593846678733826,0.1717734932899475,0.01606656424701214,0.018051763996481895
GDS_deep2_5983,0.31995025277137756,0.6021199822425842,0.0675138458609581,0.008702283725142479,0.0017136213136836886
GDS_ers2_10737,0.14956209063529968,0.6140087842941284,0.18078646063804626,0.026944948360323906,0.028697779402136803
GDS_deep2_8834,0.3773151934146881,0.5113246440887451,0.08212345093488693,0.02417212538421154,0.005064593628048897
GDS_deep2_5228,0.06396117061376572,0.6763515472412109,0.22465267777442932,0.008239424787461758,0.02679510787129402
GDS_deep2_6431,0.43424102663993835,0.13978254795074463,0.032819297164678574,0.3726302683353424,0.020526958629488945
GDS_deep2_9951,0.17354516685009003,0.6449156999588013,0.1460105925798416,0.020493006333708763,0.015035555697977543
GDS_wide2_4485,0.20468604564666748,0.47147342562675476,0.19768863916397095,0.06503041833639145,0.061121560633182526
GDS_wide2_7995,0.07252481579780579,0.6608932018280029,0.22562819719314575,0.010513975284993649,0.030439749360084534
GDS_wide2_234,0.4600728154182434,0.5399261116981506,1.1017053793693776e-06,1.9633716852839045e-13,1.0358332385308636e-19
GDS_wide2_11129,0.4513593912124634,0.35842275619506836,0.08651578426361084,0.08710305392742157,0.016598958522081375
GDS_wide2_742,0.0985444188117981,0.6541674137115479,0.20604407787322998,0.014362368732690811,0.026881664991378784
GDS_wide2_10874,0.47146400809288025,0.1697590947151184,0.03893369063735008,0.30055007338523865,0.01929309591650963
GDS_ers2_10151,0.3010216951370239,0.5848650932312012,0.09084628522396088,0.01815273053944111,0.005114221479743719
GDS_deep2_10135,0.08720333874225616,0.6450303196907043,0.2209545373916626,0.014074746519327164,0.032737020403146744
GDS_deep2_7402,0.12178800255060196,0.6691031455993652,0.17846690118312836,0.013161739334464073,0.017480190843343735
GDS_wide2_638,0.11759784072637558,0.3868142366409302,0.2771202325820923,0.059872403740882874,0.1585952639579773
GDS_ers2_13994,0.08752352744340897,0.6127225756645203,0.2386012077331543,0.01720500737428665,0.04394778236746788
GDS_wide2_10592,0.4682757258415222,0.22125376760959625,0.0625598281621933,0.21949203312397003,0.028418641537427902
GDS_wide2_2370,0.16299636662006378,0.654752790927887,0.15058107674121857,0.017439911141991615,0.014229897409677505
GDS_ers2_15994,0.15595151484012604,0.6500889658927917,0.1576526165008545,0.019295234233140945,0.01701168902218342
GDS_wide2_927,0.05367084592580795,0.7362975478172302,0.1931816190481186,0.0039541032165288925,0.012895856983959675
GDS_deep2_6355,0.11903354525566101,0.6871957778930664,0.16958922147750854,0.010265683755278587,0.013915796764194965
GDS_deep2_9431,0.25259146094322205,0.5870923399925232,0.11789461225271225,0.030024774372577667,0.012396782636642456
GDS_deep2_3439,0.3776790201663971,0.47258085012435913,0.09562333673238754,0.043550316244363785,0.010566480457782745
GDS_deep2_8359,0.036310385912656784,0.4373414218425751,0.3320011794567108,0.020769990980625153,0.17357705533504486
GDS_deep2_10330,0.5534263253211975,0.2724417448043823,0.0481647327542305,0.11765982955694199,0.008307299576699734
GDS_deep2_5278,0.10476093739271164,0.6969006061553955,0.1760258674621582,0.008571214973926544,0.013741322793066502
GDS_ers2_15510,0.1815633624792099,0.7446300387382507,0.07108008116483688,0.001984543167054653,0.0007419678149744868
GDS_deep2_9938,0.08306180685758591,0.5804970264434814,0.25811102986335754,0.01948954351246357,0.05884063243865967
GDS_ers2_11821,0.0860055610537529,0.5596157908439636,0.2643943727016449,0.0224863700568676,0.06749789416790009
GDS_wide2_897,0.44683849811553955,0.31516140699386597,0.08536768704652786,0.12756097316741943,0.02507147192955017
GDS_ers2_16890,0.09124487638473511,0.4985331594944,0.2816266715526581,0.03115607053041458,0.0974392369389534
GDS_deep2_9321,0.18358099460601807,0.6765592694282532,0.12350404262542725,0.010012581013143063,0.00634304853156209
GDS_deep2_10661,0.10745061933994293,0.6616952419281006,0.194593608379364,0.013788275420665741,0.022472290322184563
GDS_ers2_15621,0.2811245620250702,0.6146844625473022,0.08658193051815033,0.013724109157919884,0.003884937847033143
GDS_ers2_17801,0.2158067226409912,0.6390013694763184,0.11855701357126236,0.0178974736481905,0.008737478405237198
GDS_wide2_40,0.05313974246382713,0.7954632043838501,0.14523930847644806,0.0017879335209727287,0.004369762260466814
GDS_deep2_5779,0.131429523229599,0.6470162272453308,0.17859554290771484,0.019746514037251472,0.023212198168039322
GDS_ers2_12239,0.09119883924722672,0.6694415211677551,0.20389129221439362,0.01147041842341423,0.023997994139790535
GDS_deep2_4832,0.13375335931777954,0.6112893223762512,0.19633539021015167,0.02542758174240589,0.033194299787282944
GDS_wide2_1638,0.021853826940059662,0.0001282905286643654,5.522355195353157e-07,0.9780169725418091,3.7373712302724016e-07
GDS_wide2_8783,0.20467226207256317,0.6046485900878906,0.14197291433811188,0.03030189871788025,0.01840430125594139
GDS_ers2_16766,0.3404533863067627,0.4814228415489197,0.10852556675672531,0.053617626428604126,0.01598059944808483
GDS_deep2_5078,0.06208484619855881,0.41823092103004456,0.3131791055202484,0.03421859070658684,0.17228662967681885
GDS_ers2_12592,0.2399095743894577,0.7467656135559082,0.013257322832942009,6.427607877412811e-05,3.1611100439477013e-06
GDS_wide2_3318,0.3885120749473572,0.39794936776161194,0.10287600010633469,0.08829323947429657,0.022369302809238434
GDS_ers2_16087,0.28430241346359253,0.5652344226837158,0.10940057784318924,0.03044564463198185,0.010616948828101158
GDS_deep2_5887,0.1422899067401886,0.6519812345504761,0.16798557341098785,0.01860441267490387,0.019138898700475693
GDS_wide2_1043,0.5687364935874939,0.3162480294704437,0.04482899233698845,0.0663088858127594,0.003877591574564576
GDS_wide2_2681,0.3440697491168976,0.6266223788261414,0.028406718745827675,0.0008321335772052407,6.90122542437166e-05
GDS_deep2_5553,0.4893893301486969,0.3442794680595398,0.0768967941403389,0.07747077941894531,0.01196358259767294
GDS_ers2_16889,0.48013535141944885,0.519408106803894,0.00045636866707354784,2.3466473919597775e-07,1.4448763019370148e-10
GDS_wide2_2839,0.14291514456272125,0.6333445310592651,0.17574165761470795,0.023206256330013275,0.024792389944195747
GDS_deep2_6549,0.04631577059626579,0.5488235950469971,0.30188968777656555,0.01375874038785696,0.08921219408512115
GDS_ers2_17174,0.034532733261585236,0.42922329902648926,0.31976082921028137,0.02960856258869171,0.186874657869339
GDS_wide2_9362,0.09847597777843475,0.663002073764801,0.2012440264225006,0.01298945676535368,0.02428838424384594
GDS_wide2_1962,0.22493518888950348,0.6364089250564575,0.11352832615375519,0.01732623763382435,0.00780126778408885
GDS_deep2_9794,0.17329658567905426,0.6474857330322266,0.14535319805145264,0.01952790841460228,0.014336633495986462
GDS_deep2_9265,0.3706132471561432,0.43023112416267395,0.10589973628520966,0.07342090457677841,0.019834959879517555
GDS_wide2_3420,0.5014743208885193,0.24483193457126617,0.059053003787994385,0.1752854585647583,0.01935533434152603
GDS_deep2_10276,0.3572315275669098,0.5390747785568237,0.0804937407374382,0.019081268459558487,0.004118649289011955
GDS_deep2_7135,0.10172537714242935,0.7136811017990112,0.16703778505325317,0.006842023693025112,0.010713734664022923
GDS_ers2_17708,0.24608227610588074,0.6071560382843018,0.11291895806789398,0.024054978042840958,0.009787713177502155
GDS_ers2_16310,0.11808537691831589,0.46848124265670776,0.26956477761268616,0.04295268654823303,0.10091599076986313
GDS_deep2_6970,0.16728785634040833,0.663445770740509,0.14367325603961945,0.014452612958848476,0.011140450835227966
GDS_deep2_9953,0.09079855680465698,0.6482119560241699,0.2158396691083908,0.014325879514217377,0.03082393854856491
